episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
150,Q030,0.3808,4,2,accepted,1,1.0,5.861,392,600,269,0.003823,-0.405484,nan,-0.331296,-0.475751,-0.534445,True
151,Q029,0.461,4,3,accepted,1,1.0,25.196,2071,604,271,0.002824,-0.443052,nan,-0.386753,-0.524765,-0.637602,True
152,Q037,0.5387,4,3,accepted,1,1.0,17.636,1154,608,273,0.002685,-0.447491,nan,-0.391515,-0.530302,-0.599322,True
153,Q011,-0.0718,4,3,accepted,1,0.25,33.133,1565,612,275,0.002926,-0.380684,nan,-0.332486,-0.443247,-0.534954,True
154,Q013,0.3889,4,2,accepted,1,1.0,17.4,511,616,277,0.003182,-0.41299,nan,-0.360919,-0.489767,-0.566411,True
155,Q007,0.5688,4,2,accepted,1,1.0,2.853,277,620,279,0.007469,-0.460218,nan,-0.396581,-0.500887,-0.588998,True
156,Q010,0.6089,4,3,accepted,1,1.0,8.284,2708,624,281,0.004485,-0.417495,nan,-0.381809,-0.464832,-0.510638,True
157,Q032,0.1713,4,3,accepted,1,0.8,27.058,1359,628,283,0.004632,-0.412498,nan,-0.360002,-0.484136,-0.497037,True
158,Q007,0.5689,4,2,accepted,1,1.0,2.559,277,632,285,0.004421,-0.454178,nan,-0.394388,-0.571856,-0.604062,True
159,Q008,0.4865,4,2,accepted,1,1.0,5.544,514,636,287,0.004778,-0.453357,nan,-0.373671,-0.529484,-0.607451,True
160,Q018,0.3787,4,2,accepted,1,1.0,19.064,253,640,289,0.0022,-0.383964,nan,-0.348914,-0.450148,-0.623151,True
161,Q027,0.3567,4,2,accepted,1,1.0,6.181,450,644,291,0.003924,-0.395352,nan,-0.367672,-0.463643,-0.635224,True
162,Q002,0.5627,4,2,accepted,1,1.0,2.536,1520,648,293,0.003669,-0.399526,nan,-0.387763,-0.49769,-0.586245,True
163,Q018,0.3792,4,2,accepted,1,1.0,17.873,253,652,295,0.002282,-0.418939,nan,-0.376415,-0.457052,-0.571968,True
164,Q030,0.4684,4,2,accepted,1,1.0,3.775,331,656,297,0.005692,-0.424435,nan,-0.407628,-0.500372,-0.582814,True
165,Q027,0.2942,4,2,accepted,1,1.0,21.851,1671,660,299,0.002729,-0.438701,nan,-0.346396,-0.505182,-0.60749,True
166,Q035,0.3716,4,3,accepted,1,0.6667,19.943,1375,664,301,0.003068,-0.40397,nan,-0.346328,-0.467705,-0.612499,True
167,Q022,0.2456,4,3,accepted,1,0.5,19.522,1222,668,303,0.002248,-0.388355,nan,-0.349223,-0.478809,-0.583213,True
168,Q016,0.4035,4,2,accepted,1,1.0,6.122,619,672,305,0.004183,-0.418805,nan,-0.368364,-0.477762,-0.612752,True
169,Q020,0.509,4,2,accepted,1,1.0,19.651,373,676,307,0.004176,-0.400161,nan,-0.380138,-0.464931,-0.553215,True
170,Q038,0.4228,4,3,accepted,1,1.0,18.764,1422,680,309,0.004143,-0.414635,nan,-0.380107,-0.483878,-0.582959,True
171,Q011,0.2864,4,2,accepted,1,0.6667,6.311,562,684,311,0.002243,-0.420388,nan,-0.427209,-0.530785,-0.622665,True
172,Q012,0.3238,4,2,accepted,1,1.0,8.07,998,688,313,0.004124,-0.400977,nan,-0.347202,-0.49198,-0.601776,True
173,Q007,0.569,4,2,accepted,1,1.0,2.345,277,692,315,0.00619,-0.386281,nan,-0.344491,-0.428503,-0.541315,True
174,Q001,0.2927,4,2,accepted,1,0.6667,5.418,503,696,317,0.004556,-0.459814,nan,-0.436716,-0.568375,-0.624238,True
175,Q028,0.5291,4,2,accepted,1,1.0,3.47,440,700,319,0.010459,-0.435256,nan,-0.394768,-0.511223,-0.555347,True
176,Q008,0.4734,4,2,accepted,1,1.0,7.767,548,704,321,0.005984,-0.35976,nan,-0.330866,-0.434986,-0.498148,True
177,Q026,0.4309,4,2,accepted,1,1.0,17.704,665,708,323,0.003869,-0.457635,nan,-0.404748,-0.553657,-0.632725,True
178,Q016,0.4132,4,2,accepted,1,1.0,6.032,617,712,325,0.008848,-0.465586,nan,-0.388292,-0.554408,-0.597029,True
179,Q006,0.1679,4,2,accepted,1,0.5,6.54,515,716,327,0.003644,-0.368407,nan,-0.349208,-0.469276,-0.548075,True
